utt_id,dataset_name,gender,path_raw,duration_sec,world_voiced_ratio,world_f0_median_hz,world_mel_status,world_mel_voiced_frames,world_mel_continuity_l1,world_mel_vector_json,lpc_mel_status,lpc_mel_voiced_frames,lpc_mel_continuity_l1,lpc_mel_vector_json,mfcc_status,mfcc_voiced_frames,mfcc_continuity_l1,mfcc_vector_json
121_127105_000016_000005,LibriTTS-R,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\121\127105\121_127105_000016_000005.wav,13.520167,0.725795,174.032712,ok,982,0.895593,"[-5.455212721157919, -6.349854342991621, -7.136121649349957, -7.892964507118975, -9.342791649468873, -10.5069818354767, -10.71365076579242, -10.995593782385539, -11.419656707136278, -11.808326390908483, -12.02314430978355, -11.94272670407509, -11.957053802500008, -12.52485260813144, -12.87170978759669, -12.538966487418312, -12.504648328388969, -13.269701085933319, -13.531659815289386, -13.151723015579611, -13.41031801454038, -14.233908351356273, -15.020737076210157, -14.403764820635494]",ok,921,0.271811,"[1.6531853675842285, 1.5198572874069214, 0.9559297561645508, 0.3985927700996399, 0.0009544891654513776, -0.28437650203704834, -0.49890631437301636, -0.6837911605834961, -0.8647612929344177, -1.0445241928100586, -1.2171598672866821, -1.3584771156311035, -1.4854556322097778, -1.6280468702316284, -1.7578816413879395, -1.8457071781158447, -1.9666272401809692, -2.233673095703125, -2.372751474380493, -2.303802490234375, -2.483024835586548, -3.068176031112671, -3.3527817726135254, -3.059194803237915]",ok,921,5.005720,"[-178.59243774414062, 69.67715454101562, 14.867005348205566, 23.197885513305664, 6.837320327758789, 7.667170524597168, 1.5061874389648438, 0.5408573150634766, 0.661756157875061, -3.167479991912842, 0.8392137289047241, -5.185310363769531, 8.763506889343262, -3.6284353733062744, 3.479310989379883, 0.9038566946983337]"
121_127105_000016_000006,LibriTTS-R,female,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\121\127105\121_127105_000016_000006.wav,8.400000,0.680143,160.112686,ok,572,0.829521,"[-4.7914151476459645, -5.906995670319603, -6.690286526674739, -7.342258267230241, -8.761618324746982, -9.582696590504192, -9.674176230270183, -10.06404562215566, -10.763371660935219, -11.39201752905583, -11.595020849215581, -11.487453353014606, -11.400245270132983, -11.778018434526194, -12.243463893213425, -12.141027887317541, -12.293129481770134, -13.37352146166938, -13.60850167003648, -13.048258779205351, -13.286966465665893, -14.288943584385022, -14.746564015286765, -14.106159127745476]",ok,534,0.269478,"[1.8918112516403198, 1.6541422605514526, 1.0795397758483887, 0.5973271727561951, 0.2577016055583954, 0.0039391471073031425, -0.20605678856372833, -0.4191458523273468, -0.6368800401687622, -0.8377348184585571, -1.021896481513977, -1.180572748184204, -1.3174115419387817, -1.4290016889572144, -1.5268189907073975, -1.6830286979675293, -2.0068609714508057, -2.356142044067383, -2.4831302165985107, -2.342142105102539, -2.546572685241699, -3.173163414001465, -3.355919361114502, -2.968869209289551]",ok,534,4.767020,"[-162.0205535888672, 78.22016906738281, 13.898295402526855, 20.771629333496094, 8.291159629821777, 4.447649955749512, 3.4314396381378174, 4.5633440017700195, 2.6250240802764893, -2.6946299076080322, 2.993899345397949, -5.513521194458008, 9.763778686523438, -2.5815348625183105, 4.626399517059326, 3.0590121746063232]"
1089_134686_000001_000001,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000001_000001.wav,12.800167,0.647931,94.322490,ok,830,0.743515,"[-6.5054899593097, -7.648326060319946, -8.307542799601498, -9.068231569496483, -10.498376923774796, -11.471880821774635, -11.685393453773802, -11.510117856144998, -11.469121213712263, -11.518835863328903, -11.528157013513786, -11.756078193343463, -12.204701878334438, -12.560214167496131, -12.223173647478204, -12.602650665973332, -13.584016961294243, -13.392748060193952, -13.435592635604381, -14.604696486152271, -15.596854896457089, -15.524869051462755, -15.540570845840877, -15.78152770510054]",ok,776,0.336356,"[2.432065725326538, 2.077204704284668, 1.5871312618255615, 1.1632994413375854, 0.8327358365058899, 0.6008298397064209, 0.4442727267742157, 0.3252434730529785, 0.2301921844482422, 0.14764323830604553, 0.043312136083841324, -0.1107485368847847, -0.30254262685775757, -0.44346076250076294, -0.5467026829719543, -0.8404015898704529, -1.2089214324951172, -1.331526279449463, -1.5282676219940186, -2.3389644622802734, -2.9770162105560303, -3.1520800590515137, -3.1317226886749268, -3.4563865661621094]",ok,776,5.060119,"[-201.81304931640625, 82.28645324707031, -3.4100992679595947, 27.273927688598633, 10.181286811828613, 8.375065803527832, 6.1453328132629395, -3.7643580436706543, 1.184023141860962, -2.128790855407715, 1.809244155883789, 2.2345690727233887, -2.310894012451172, 8.564398765563965, -1.7528318166732788, 0.4284156858921051]"
1089_134686_000002_000000,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000002_000000.wav,2.160000,0.764977,100.206725,ok,166,0.804148,"[-5.089273509195404, -6.470519588754923, -7.765578518183087, -9.402085223561349, -10.8151216135577, -11.67561290013184, -11.797024740106085, -11.530611518751652, -11.61144203924827, -11.83645781557965, -12.026909090158169, -11.973251726707772, -11.967277729086334, -11.571610260027589, -11.130175562648763, -11.48723946399888, -12.799003146422294, -12.678636288750164, -12.46051903879316, -13.53178545691828, -14.865742922560658, -14.626987979248943, -14.791440501883784, -15.145510281692149]",ok,155,0.275523,"[2.5571770668029785, 1.8730517625808716, 1.104958176612854, 0.5882624387741089, 0.22441066801548004, -0.043518535792827606, -0.241206094622612, -0.3800618052482605, -0.46691858768463135, -0.5426125526428223, -0.6395119428634644, -0.7430012822151184, -0.8000551462173462, -0.774642825126648, -0.6980301141738892, -1.0092992782592773, -1.4713215827941895, -1.5911427736282349, -1.6006817817687988, -2.2754476070404053, -2.8717715740203857, -2.9298932552337646, -2.97499418258667, -3.274615526199341]",ok,155,5.153186,"[-184.37010192871094, 72.22694396972656, 6.702994346618652, 38.268402099609375, 13.986397743225098, 9.536311149597168, 9.934537887573242, 2.801222801208496, 0.34732016921043396, -3.9725704193115234, 2.618431329727173, 1.9113579988479614, -3.9846651554107666, 7.69125509262085, -3.504669427871704, -0.4124841094017029]"
1089_134686_000002_000001,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000002_000001.wav,5.960000,0.829146,96.375833,ok,495,0.665128,"[-5.387272832817539, -6.479355662692386, -6.936273407975829, -7.406770700390863, -8.700441646787848, -9.715119672892943, -9.937130608938764, -10.076639596739797, -10.40152236535793, -10.549117860508426, -10.807281792429245, -11.26345204343905, -11.845576512870496, -12.450277256350702, -12.070168478088169, -12.251228786937352, -13.458719516161562, -13.417304179080803, -13.156766250415991, -14.195026391697954, -15.449345905119422, -15.669070510885051, -15.714488181395074, -15.895196893777086]",ok,463,0.280239,"[2.632566452026367, 2.424611806869507, 2.0265824794769287, 1.6258056163787842, 1.3305193185806274, 1.0729445219039917, 0.8526530265808105, 0.6488809585571289, 0.4701576828956604, 0.31699109077453613, 0.17736691236495972, -0.04295054078102112, -0.31686654686927795, -0.5118875503540039, -0.6023123860359192, -0.8628075122833252, -1.2714941501617432, -1.4508980512619019, -1.4817670583724976, -2.2796149253845215, -3.1051533222198486, -3.420013189315796, -3.4667370319366455, -3.611957550048828]",ok,463,4.620867,"[-178.59573364257812, 102.29953002929688, -3.2123727798461914, 24.709842681884766, 2.8698713779449463, 8.430038452148438, 3.9642412662506104, -4.391266822814941, 2.3991634845733643, -2.714141845703125, 3.9177398681640625, -0.4727835953235626, -0.9087791442871094, 8.871530532836914, -2.5389771461486816, 2.0803985595703125]"
1089_134686_000002_000002,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000002_000002.wav,12.320167,0.766423,101.990161,ok,945,0.568823,"[-5.694987255581292, -6.725153171342972, -7.289008080313244, -8.153025548594947, -9.837583723770779, -10.886376573940696, -11.268289565544427, -11.295280698108908, -11.356572462511508, -11.439070284910738, -11.558730559318489, -11.756522878326463, -12.08034769672639, -12.58386053726227, -12.431473621758776, -12.75845654295339, -14.069445973684056, -14.106857515934344, -13.879282935879155, -14.888352947643284, -15.61163190510377, -15.517509320954892, -15.562876737236435, -15.782126432202498]",ok,885,0.250489,"[2.8294293880462646, 2.4961183071136475, 1.9292587041854858, 1.4314500093460083, 1.0765141248703003, 0.8179874420166016, 0.6386398077011108, 0.4988920986652374, 0.33294984698295593, 0.15364700555801392, 0.011947055347263813, -0.1274801790714264, -0.3418937027454376, -0.4921417534351349, -0.5703115463256836, -0.9496067762374878, -1.451803207397461, -1.6437938213348389, -1.807970404624939, -2.5258567333221436, -3.0984108448028564, -3.1624855995178223, -3.1342601776123047, -3.3033978939056396]",ok,885,3.987083,"[-197.7971954345703, 95.43579864501953, 2.7012250423431396, 25.549530029296875, 13.610274314880371, 5.671183109283447, 3.903869867324829, -2.4661121368408203, 0.3535866141319275, -2.3566057682037354, 1.6024765968322754, 0.887511670589447, -1.583883285522461, 7.632331848144531, -1.988315224647522, 0.8770900964736938]"
1089_134686_000003_000000,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000003_000000.wav,2.160000,0.953917,155.784358,ok,207,0.726843,"[-4.858725314619984, -5.519879375154534, -6.214687391234451, -6.717709942837957, -8.03161905817762, -9.470602925637346, -10.23360351111573, -10.549316586918708, -10.79609809117016, -10.975073755585525, -11.144824330946012, -11.321262494527085, -11.602707523373633, -11.85841546627981, -12.057710576645093, -12.75685747953552, -13.606331546235534, -13.698119438418406, -13.7796311835365, -14.844953805014152, -15.38205954936234, -15.263461903704142, -15.450135702849089, -15.84042990120536]",ok,194,0.262124,"[2.75663685798645, 2.7574641704559326, 2.3743042945861816, 1.9147835969924927, 1.458460807800293, 1.0896552801132202, 0.8142136931419373, 0.6236613988876343, 0.47891804575920105, 0.3508809208869934, 0.16368544101715088, -0.07193867117166519, -0.31552231311798096, -0.5201873183250427, -0.75834721326828, -1.212032675743103, -1.5523213148117065, -1.6992993354797363, -1.9289398193359375, -2.5827972888946533, -3.044691562652588, -3.064070224761963, -3.1059730052948, -3.3622236251831055]",ok,194,4.722393,"[-181.10769653320312, 98.90435791015625, 4.673790454864502, 23.007783889770508, 10.311691284179688, 1.8270024061203003, 0.6758512258529663, -1.869330644607544, -0.4878048002719879, -2.340134859085083, 0.6427408456802368, 3.7867963314056396, -2.3047173023223877, 6.342923164367676, -1.7168612480163574, -0.5290636420249939]"
1089_134686_000007_000000,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000007_000000.wav,15.360167,0.790501,104.490988,ok,1215,0.669943,"[-6.283966561329118, -7.363683855962071, -7.829569468357015, -8.392421187482253, -9.762939577047755, -10.853323679180555, -11.266518641202092, -11.249368346067063, -11.421034493818691, -11.541490173078934, -11.674301395552634, -11.822971185386901, -12.157531032817538, -12.57047774516314, -12.269104186956037, -12.386603663593306, -13.805994657479346, -13.937427178722388, -13.317010210965899, -14.040041726614454, -15.34178449530417, -15.31629210243018, -15.347771882755438, -15.696719733990586]",ok,1142,0.290810,"[2.346663236618042, 2.1192409992218018, 1.7343803644180298, 1.30672287940979, 0.9328790903091431, 0.6661846041679382, 0.48202866315841675, 0.34876707196235657, 0.20230308175086975, 0.028797416016459465, -0.13680101931095123, -0.30089274048805237, -0.4605196714401245, -0.5565080046653748, -0.6494153738021851, -1.0075987577438354, -1.44230318069458, -1.6163856983184814, -1.55440354347229, -2.1056149005889893, -2.8003509044647217, -2.9624075889587402, -3.037550926208496, -3.4364168643951416]",ok,1142,4.655555,"[-196.68630981445312, 86.31362915039062, 1.7827861309051514, 25.467544555664062, 7.616207599639893, 7.131257057189941, 1.4467189311981201, -0.5430865287780762, -0.6437973976135254, -2.2825968265533447, 3.715657949447632, -0.006775354966521263, -0.861752986907959, 9.300430297851562, -4.43046760559082, 2.843916416168213]"
1089_134686_000007_000002,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000007_000002.wav,10.800000,0.777983,103.804271,ok,841,0.639299,"[-5.575781788151112, -6.928237240184979, -7.697652282346287, -8.604670628997974, -10.033679225042198, -10.859344921259767, -11.219442855488357, -11.196755876303794, -11.324381653760001, -11.553715505815639, -11.718417387887262, -11.752388965674832, -12.172882000049917, -12.85166241048086, -12.810418351972114, -13.165891547447597, -14.234185626826736, -14.173912612602539, -13.787366861891922, -14.567700054561264, -15.450840306807958, -15.594058200735365, -15.661785724003582, -15.766347917627842]",ok,786,0.278919,"[2.855405330657959, 2.4532930850982666, 1.8809579610824585, 1.399838924407959, 1.04579758644104, 0.7845874428749084, 0.5911627411842346, 0.43158984184265137, 0.27283361554145813, 0.11647594720125198, -0.023592067882418633, -0.17586465179920197, -0.39530807733535767, -0.5986112952232361, -0.7838188409805298, -1.1472296714782715, -1.5528502464294434, -1.6913063526153564, -1.6782912015914917, -2.2643649578094482, -2.9574151039123535, -3.2179229259490967, -3.288207769393921, -3.384599208831787]",ok,786,4.679824,"[-203.47189331054688, 96.38703918457031, 2.2920989990234375, 25.001605987548828, 10.8667573928833, 10.411833763122559, 3.0212035179138184, -0.1834898144006729, 3.3290092945098877, -3.729645252227783, 3.410818099975586, 0.05472346767783165, -0.25921499729156494, 7.411543846130371, -2.937143087387085, 1.0615767240524292]"
1089_134686_000007_000004,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000007_000004.wav,8.960000,0.783724,107.218781,ok,703,0.641000,"[-4.7637636454224355, -5.88968008868681, -6.855354756915333, -8.039026022452063, -9.66707800186473, -10.488535483336015, -10.741074483108234, -10.892883257045833, -11.109652979063878, -11.38607426805059, -11.656019196450991, -11.759986548092686, -12.025766946733608, -12.579303534416983, -12.681827572950148, -12.989953782140967, -14.079387690870094, -14.255001429879815, -13.648007545883145, -14.096783830994296, -14.993404898839339, -15.331446138948952, -15.34327017168782, -15.383890832476627]",ok,658,0.250118,"[2.8056232929229736, 2.3988633155822754, 1.7777179479599, 1.2384597063064575, 0.8668597936630249, 0.5910013318061829, 0.35120993852615356, 0.14809885621070862, -0.037297651171684265, -0.20720911026000977, -0.3589884638786316, -0.5223807692527771, -0.7185523509979248, -0.8879791498184204, -1.069359540939331, -1.4776333570480347, -1.8762423992156982, -2.053493022918701, -1.9718934297561646, -2.2584428787231445, -2.89982008934021, -3.1455657482147217, -3.101120948791504, -3.108370065689087]",ok,658,4.356905,"[-187.85614013671875, 94.1331787109375, 11.428967475891113, 22.897079467773438, 13.911711692810059, 10.179571151733398, 3.0925309658050537, 1.9169011116027832, 2.2796339988708496, -5.11098575592041, 4.159886360168457, -2.371551275253296, 0.18566882610321045, 5.95906400680542, -3.316948413848877, 3.1381161212921143]"
1089_134686_000007_000005,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000007_000005.wav,5.280000,0.648393,109.872070,ok,343,0.800147,"[-5.33963723553296, -6.46600668091356, -6.933223312690006, -7.459599145157096, -8.467418777633858, -9.262979676859334, -9.700783636058116, -9.983104330301376, -10.201435255100229, -10.512134364828887, -10.931061549792435, -11.272638055435783, -11.788068571059368, -12.294864463887528, -12.10067409837583, -12.12769070317853, -13.218517828966464, -13.585336895545277, -13.147714489086225, -13.757754744593722, -14.842820376172279, -14.96119871368422, -14.91922120225391, -15.061026247619441]",ok,321,0.294428,"[2.2460837364196777, 1.985129714012146, 1.590917706489563, 1.1910896301269531, 0.8797206282615662, 0.6518141031265259, 0.46733003854751587, 0.2825566828250885, 0.07169909030199051, -0.16030730307102203, -0.380924254655838, -0.5740175247192383, -0.7684534192085266, -0.9155909419059753, -1.0185234546661377, -1.2770721912384033, -1.6016995906829834, -1.806033730506897, -1.8829725980758667, -2.216336727142334, -2.8024914264678955, -3.0057618618011475, -2.966552257537842, -2.990446090698242]",ok,321,4.823939,"[-165.6737060546875, 90.4455337524414, 6.421549320220947, 16.995668411254883, 5.047420501708984, 4.832314491271973, 4.289768218994141, -1.6147172451019287, 1.9736078977584839, -1.5774097442626953, 4.248605728149414, -0.802649199962616, 0.9827678203582764, 6.043466091156006, -3.4258229732513428, 2.879312753677368]"
1089_134686_000009_000000,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000009_000000.wav,3.480000,0.853868,105.576135,ok,298,0.698544,"[-4.921903568765083, -6.304877584323396, -7.134077662960631, -8.424844967689369, -10.095002051424665, -10.641805842439293, -11.028381527428015, -11.389666044305757, -11.805455832091116, -11.942122110503957, -12.098573552670798, -12.180145974738995, -12.481327482542216, -12.895739064978375, -12.557635222804556, -12.324787476959962, -13.445897833016913, -13.394417697490763, -12.645359347943035, -13.425496442247592, -14.55543596293536, -14.974535870644045, -15.094335660383969, -15.158817245784743]",ok,279,0.280388,"[2.6102890968322754, 2.0746099948883057, 1.4397661685943604, 0.9962679147720337, 0.6393636465072632, 0.2833991050720215, -0.015025928616523743, -0.24021665751934052, -0.4331934154033661, -0.6222273111343384, -0.7580145001411438, -0.8647283315658569, -1.015048861503601, -1.1287879943847656, -1.2205631732940674, -1.470016360282898, -1.7426730394363403, -1.7845418453216553, -1.6358880996704102, -2.0367071628570557, -2.708188772201538, -2.987405776977539, -3.0771870613098145, -3.2125656604766846]",ok,279,4.500761,"[-185.4772491455078, 80.01847839355469, 17.06914710998535, 29.230308532714844, 7.369197368621826, 11.058377265930176, 3.8605732917785645, 1.560591220855713, 3.127328634262085, -2.360840082168579, 3.7316689491271973, -3.3250558376312256, 0.20582175254821777, 6.4002203941345215, -3.1780002117156982, 3.189480781555176]"
1089_134686_000009_000001,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000009_000001.wav,9.880000,0.799798,111.472691,ok,791,0.686346,"[-5.881934366638754, -7.048194282870798, -7.823445095379025, -8.63535519759942, -9.86088721193342, -10.77802636436134, -11.236169932828439, -11.316501542658669, -11.515697114791381, -11.772880460848214, -11.845680191534818, -11.790884434349529, -12.159402432956325, -12.606663899293652, -12.086136522085752, -12.483704584741247, -13.888703383813786, -13.942303709010599, -13.202248901944017, -13.876941769469443, -14.81920342235076, -14.963949510919013, -15.150981353930414, -15.498730522792066]",ok,740,0.269729,"[2.3089616298675537, 1.9862984418869019, 1.464119791984558, 0.9993980526924133, 0.658718466758728, 0.40253230929374695, 0.20856450498104095, 0.04291227087378502, -0.12647958099842072, -0.3039514124393463, -0.46310803294181824, -0.5939801931381226, -0.7068530917167664, -0.7888882160186768, -0.8950967192649841, -1.2620906829833984, -1.6513303518295288, -1.7473286390304565, -1.6455631256103516, -2.04140567779541, -2.6109135150909424, -2.7661309242248535, -2.9492359161376953, -3.2894487380981445]",ok,740,4.494986,"[-191.53781127929688, 81.36187744140625, 7.677304744720459, 24.627952575683594, 8.751962661743164, 8.533723831176758, 0.8014985918998718, 3.135793685913086, -0.4654867649078369, -1.4974709749221802, 4.345704555511475, -0.8971136808395386, -0.24199725687503815, 8.134819984436035, -3.819197416305542, 0.5875446796417236]"
1089_134686_000009_000002,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000009_000002.wav,12.880167,0.777347,107.321891,ok,1002,0.643016,"[-6.096989842416397, -7.394331759986136, -8.222772696607649, -8.935049227279789, -10.313237538466241, -11.173698401911878, -11.519002662366391, -11.67197163850422, -11.96777698661645, -12.207335542223262, -12.382739436409697, -12.348267565527323, -12.730154855476497, -13.185914606901466, -12.718567583959748, -13.01675562448887, -14.297277590615746, -14.48456633379094, -14.051560020651392, -14.765648219636441, -15.494056604353457, -15.586699226830625, -15.653703651445863, -15.812073440453057]",ok,940,0.278598,"[2.6462228298187256, 2.243163585662842, 1.7231494188308716, 1.242751955986023, 0.8679631948471069, 0.5926256775856018, 0.38504815101623535, 0.2147410362958908, 0.03666791692376137, -0.1398444026708603, -0.29257848858833313, -0.44532454013824463, -0.6066242456436157, -0.7146003246307373, -0.7957251071929932, -1.1611425876617432, -1.628783941268921, -1.8080031871795654, -1.840977430343628, -2.299901247024536, -2.8102614879608154, -2.9497628211975098, -3.073892593383789, -3.2969777584075928]",ok,940,4.570485,"[-209.66021728515625, 87.50577545166016, 7.3017168045043945, 24.795669555664062, 10.312467575073242, 6.923318386077881, 3.55796217918396, 1.962807536125183, 0.8123533129692078, -1.275504469871521, 3.4443657398223877, -0.9636308550834656, 0.19013576209545135, 7.792494297027588, -2.6954329013824463, 1.0352189540863037]"
1089_134686_000009_000003,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000009_000003.wav,6.000000,0.782030,102.270149,ok,470,0.716641,"[-5.645425804917258, -6.81851613913793, -7.484723924184003, -8.270728666109632, -9.488003380530914, -10.420711805693264, -10.987453580684557, -11.039102186388165, -11.389431759962696, -11.657047041343425, -11.735660568771406, -11.92170797080274, -12.382957112076364, -12.925276321396186, -12.723676036262411, -12.991148555069582, -14.10309509717808, -13.990500403033987, -13.411464742637428, -13.85090538489767, -14.614475688923141, -14.8355357418673, -14.975397331580574, -15.300944577083676]",ok,440,0.316785,"[2.4001615047454834, 2.072249174118042, 1.5551859140396118, 1.1493492126464844, 0.8125039935112, 0.5155813097953796, 0.2835729122161865, 0.07920309156179428, -0.12823615968227386, -0.32691916823387146, -0.48785024881362915, -0.650651216506958, -0.8663427233695984, -1.0376107692718506, -1.195643424987793, -1.4820873737335205, -1.8000922203063965, -1.9011528491973877, -1.7907851934432983, -2.0613110065460205, -2.5544040203094482, -2.764068841934204, -2.9325881004333496, -3.2568256855010986]",ok,440,4.647299,"[-189.3564453125, 85.17398834228516, 12.9401216506958, 21.198047637939453, 7.5625200271606445, 9.72087287902832, -0.45966240763664246, 1.9959336519241333, 0.2599450647830963, -1.1687688827514648, 3.4499716758728027, -1.2532576322555542, 0.714206337928772, 7.370472431182861, -3.5191264152526855, 1.3741470575332642]"
1089_134686_000009_000004,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000009_000004.wav,14.600167,0.765914,106.185061,ok,1119,0.661735,"[-5.376141495077595, -6.8122707740708, -7.929905551993805, -8.759183370221882, -10.114827399999253, -11.184372800185669, -11.545455476959791, -11.620818175365889, -11.840689888566166, -11.969835169743783, -12.133422853749014, -12.082079830309686, -12.276178639604701, -12.639610765321082, -12.330087113222659, -12.560911536731036, -13.79635347278183, -14.07759540386625, -13.634500048476001, -14.24135071169441, -15.209781761359153, -15.17894534477261, -15.20790318976765, -15.434589627590253]",ok,1049,0.275103,"[2.6365773677825928, 2.095564603805542, 1.4903936386108398, 0.9974565505981445, 0.6395922899246216, 0.37522053718566895, 0.16113251447677612, -0.017041580751538277, -0.1754891276359558, -0.3264724612236023, -0.46457457542419434, -0.5971423387527466, -0.7289536595344543, -0.798676609992981, -0.8371320962905884, -1.1900436878204346, -1.6414151191711426, -1.8342334032058716, -1.863334059715271, -2.2938199043273926, -2.7949581146240234, -2.87488055229187, -2.8890347480773926, -3.1471469402313232]",ok,1049,4.477592,"[-196.78236389160156, 83.4729995727539, 9.133880615234375, 27.315919876098633, 13.729093551635742, 6.658447742462158, 4.480814456939697, 2.4824211597442627, 0.795311450958252, -1.3675729036331177, 3.8051021099090576, 0.430042564868927, 0.29147613048553467, 7.942652702331543, -3.569291591644287, 2.1627724170684814]"
1089_134686_000009_000005,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000009_000005.wav,9.360000,0.711846,111.290447,ok,667,0.683993,"[-6.240112794531796, -7.571156046745484, -8.257072681222134, -9.112917637024601, -10.456334281619641, -11.173039022947574, -11.444182294214706, -11.651970424313856, -11.932405663291672, -12.156910539358481, -12.328737359929187, -12.319583360887071, -12.575882553349572, -12.785846770186245, -12.551450797213944, -12.915937143075487, -14.037841128431456, -14.200026140776176, -13.917557560507845, -14.541210517935003, -15.099820987742703, -15.088162813153925, -15.205411170303451, -15.442946569854143]",ok,626,0.301183,"[2.3077023029327393, 1.850804090499878, 1.3366574048995972, 0.8845263719558716, 0.5549748539924622, 0.29846036434173584, 0.09809290617704391, -0.08891234546899796, -0.2610577940940857, -0.41844210028648376, -0.5626237392425537, -0.709689736366272, -0.8545564413070679, -0.9287040829658508, -0.9732638001441956, -1.3400464057922363, -1.7272065877914429, -1.8930554389953613, -2.0121142864227295, -2.401919364929199, -2.8300886154174805, -2.9271678924560547, -2.9655635356903076, -3.1903278827667236]",ok,626,4.622441,"[-205.4252471923828, 81.14204406738281, 8.052682876586914, 23.303354263305664, 11.05707836151123, 5.070144176483154, 4.557144641876221, 2.6811835765838623, 0.4858328104019165, -1.1097681522369385, 2.6933631896972656, -0.10854385048151016, -0.601517915725708, 6.71030330657959, -1.3716561794281006, 1.0502171516418457]"
1089_134686_000009_000006,LibriTTS-R,male,F:\proj_dev\tmp\workdir4-2\data\datasets\speech\libritts_r\raw\LibriTTS_R\test-clean\1089\134686\1089_134686_000009_000006.wav,9.800000,0.748216,111.343196,ok,734,0.647613,"[-6.207639368734802, -7.3438520847356275, -8.073650770460237, -8.899329996582528, -10.206424602233504, -11.072822610874553, -11.420389544174139, -11.422828099129964, -11.490716096293205, -11.633260671766298, -11.913755624469164, -12.254581225699965, -12.827029826732135, -13.20868569304446, -12.843715477579305, -13.206934827675356, -14.193782765721924, -14.101610756664607, -14.02703820270573, -14.85109308939013, -15.562144023481105, -15.445022660653287, -15.500518722336947, -15.729679006340973]",ok,688,0.285860,"[2.5599827766418457, 2.211071014404297, 1.751347541809082, 1.3065723180770874, 0.9684973359107971, 0.7283053994178772, 0.5269046425819397, 0.34471356868743896, 0.17353732883930206, -0.0022061190102249384, -0.1870214343070984, -0.3981766402721405, -0.6141981482505798, -0.7754248976707458, -0.897312343120575, -1.2159162759780884, -1.5718410015106201, -1.6767189502716064, -1.8093326091766357, -2.4692678451538086, -3.0130934715270996, -3.085575580596924, -3.10445499420166, -3.4142022132873535]",ok,688,4.643619,"[-209.0413360595703, 91.52867889404297, 3.417877435684204, 22.671445846557617, 9.164700508117676, 8.639029502868652, 5.807953357696533, -1.8584725856781006, 0.2970796227455139, -0.9843742847442627, 2.4377450942993164, 1.459709882736206, -2.516719341278076, 7.730649948120117, -2.3923184871673584, 0.6767282485961914]"
