utt_id,domain,group_value,target_direction,f0_median_hz,matched_rule_id,action_family,strength_label,alpha_default,alpha_max,confidence
f3_arpeggios_f_fast_forte_i,singing,fast_forte,masculine,393.942483,,,,,,
f3_arpeggios_f_fast_forte_o,singing,fast_forte,masculine,385.807918,,,,,,
f3_arpeggios_f_fast_forte_u,singing,fast_forte,masculine,380.836625,,,,,,
f3_scales_c_fast_forte_a,singing,fast_forte,masculine,365.634695,,,,,,
f3_scales_c_fast_forte_e,singing,fast_forte,masculine,360.872684,,,,,,
f3_scales_c_fast_forte_i,singing,fast_forte,masculine,360.881246,,,,,,
f3_scales_c_fast_forte_o,singing,fast_forte,masculine,373.368573,,,,,,
f3_scales_c_fast_forte_u,singing,fast_forte,masculine,363.363776,,,,,,
f3_scales_f_fast_forte_a,singing,fast_forte,masculine,467.246643,,,,,,
f3_scales_f_fast_forte_e,singing,fast_forte,masculine,467.977125,,,,,,
f3_scales_f_fast_forte_i,singing,fast_forte,masculine,465.567477,,,,,,
f3_scales_f_fast_forte_o,singing,fast_forte,masculine,461.290508,,,,,,
f3_scales_f_fast_forte_u,singing,fast_forte,masculine,466.077908,,,,,,
f4_arpeggios_c_fast_forte_a,singing,fast_forte,masculine,259.147306,,,,,,
f4_arpeggios_c_fast_forte_e,singing,fast_forte,masculine,266.122779,,,,,,
f4_arpeggios_c_fast_forte_i,singing,fast_forte,masculine,262.307923,,,,,,
f4_arpeggios_c_fast_forte_o,singing,fast_forte,masculine,271.267581,,,,,,
f4_arpeggios_c_fast_forte_u,singing,fast_forte,masculine,268.710436,,,,,,
f4_arpeggios_f_fast_forte_a,singing,fast_forte,masculine,349.443059,,,,,,
f4_arpeggios_f_fast_forte_e,singing,fast_forte,masculine,349.690392,,,,,,
f4_arpeggios_f_fast_forte_i,singing,fast_forte,masculine,350.777841,,,,,,
f4_arpeggios_f_fast_forte_o,singing,fast_forte,masculine,336.368204,,,,,,
f4_arpeggios_f_fast_forte_u,singing,fast_forte,masculine,349.981399,,,,,,
f4_scales_c_fast_forte_a,singing,fast_forte,masculine,331.622189,,,,,,
f4_scales_c_fast_forte_e,singing,fast_forte,masculine,321.776327,,,,,,
f4_scales_c_fast_forte_i,singing,fast_forte,masculine,343.450427,,,,,,
f4_scales_c_fast_forte_o,singing,fast_forte,masculine,342.615692,,,,,,
f4_scales_c_fast_forte_u,singing,fast_forte,masculine,336.435399,,,,,,
f5_arpeggios_c_fast_forte_a,singing,fast_forte,masculine,289.441086,,,,,,
f5_arpeggios_c_fast_forte_e,singing,fast_forte,masculine,274.070014,,,,,,
f5_arpeggios_c_fast_forte_i,singing,fast_forte,masculine,326.394246,,,,,,
f5_arpeggios_c_fast_forte_o,singing,fast_forte,masculine,273.302077,,,,,,
f5_arpeggios_c_fast_forte_u,singing,fast_forte,masculine,308.613672,,,,,,
f5_arpeggios_f_fast_forte_a,singing,fast_forte,masculine,360.563697,,,,,,
f5_arpeggios_f_fast_forte_e,singing,fast_forte,masculine,368.993929,,,,,,
f5_arpeggios_f_fast_forte_i,singing,fast_forte,masculine,421.458977,,,,,,
f5_arpeggios_f_fast_forte_o,singing,fast_forte,masculine,382.226950,,,,,,
f5_arpeggios_f_fast_forte_u,singing,fast_forte,masculine,421.771648,,,,,,
f5_scales_c_fast_forte_a,singing,fast_forte,masculine,342.549412,,,,,,
f5_scales_c_fast_forte_e,singing,fast_forte,masculine,352.563193,,,,,,
f5_scales_c_fast_forte_i,singing,fast_forte,masculine,351.491862,,,,,,
f5_scales_c_fast_forte_o,singing,fast_forte,masculine,345.763022,,,,,,
f5_scales_c_fast_forte_u,singing,fast_forte,masculine,328.853877,,,,,,
f5_scales_f_fast_forte_a,singing,fast_forte,masculine,473.206319,,,,,,
f5_scales_f_fast_forte_e,singing,fast_forte,masculine,477.156073,,,,,,
f5_scales_f_fast_forte_i,singing,fast_forte,masculine,467.029073,,,,,,
f5_scales_f_fast_forte_o,singing,fast_forte,masculine,453.683750,,,,,,
f5_scales_f_fast_forte_u,singing,fast_forte,masculine,506.833646,,,,,,
f6_arpeggios_c_fast_forte_a,singing,fast_forte,masculine,320.286735,,,,,,
f6_arpeggios_c_fast_forte_e,singing,fast_forte,masculine,319.219119,,,,,,
f6_arpeggios_c_fast_forte_i,singing,fast_forte,masculine,332.977363,,,,,,
f6_arpeggios_c_fast_forte_o,singing,fast_forte,masculine,324.127543,,,,,,
f6_arpeggios_c_fast_forte_u,singing,fast_forte,masculine,280.554338,,,,,,
f6_arpeggios_f_fast_forte_a,singing,fast_forte,masculine,431.977520,,,,,,
f6_arpeggios_f_fast_forte_e,singing,fast_forte,masculine,433.641509,,,,,,
f6_arpeggios_f_fast_forte_i,singing,fast_forte,masculine,430.904663,,,,,,
f6_arpeggios_f_fast_forte_o,singing,fast_forte,masculine,428.835339,,,,,,
f6_arpeggios_f_fast_forte_u,singing,fast_forte,masculine,437.507155,,,,,,
f6_scales_c_fast_forte_a,singing,fast_forte,masculine,348.154317,,,,,,
f6_scales_c_fast_forte_e,singing,fast_forte,masculine,344.060634,,,,,,
f6_scales_c_fast_forte_i,singing,fast_forte,masculine,335.307789,,,,,,
f6_scales_c_fast_forte_o,singing,fast_forte,masculine,334.486114,,,,,,
f6_scales_c_fast_forte_u,singing,fast_forte,masculine,347.909106,,,,,,
f6_scales_f_fast_forte_a,singing,fast_forte,masculine,436.145967,,,,,,
f6_scales_f_fast_forte_e,singing,fast_forte,masculine,451.440716,,,,,,
f6_scales_f_fast_forte_i,singing,fast_forte,masculine,449.072720,,,,,,
f6_scales_f_fast_forte_o,singing,fast_forte,masculine,447.319720,,,,,,
f6_scales_f_fast_forte_u,singing,fast_forte,masculine,455.581968,,,,,,
f7_arpeggios_c_fast_forte_a,singing,fast_forte,masculine,327.274865,,,,,,
f7_arpeggios_c_fast_forte_e,singing,fast_forte,masculine,300.163358,,,,,,
f7_arpeggios_c_fast_forte_i,singing,fast_forte,masculine,333.100512,,,,,,
f7_arpeggios_c_fast_forte_o,singing,fast_forte,masculine,340.809065,,,,,,
f7_arpeggios_c_fast_forte_u,singing,fast_forte,masculine,332.371293,,,,,,
f7_arpeggios_f_fast_forte_a,singing,fast_forte,masculine,433.078392,,,,,,
f7_arpeggios_f_fast_forte_e,singing,fast_forte,masculine,426.832102,,,,,,
f7_arpeggios_f_fast_forte_i,singing,fast_forte,masculine,435.591059,,,,,,
f7_arpeggios_f_fast_forte_o,singing,fast_forte,masculine,449.993561,,,,,,
f7_arpeggios_f_fast_forte_u,singing,fast_forte,masculine,442.490847,,,,,,
f7_scales_c_fast_forte_a,singing,fast_forte,masculine,358.419883,,,,,,
f7_scales_c_fast_forte_e,singing,fast_forte,masculine,336.996829,,,,,,
f7_scales_c_fast_forte_i,singing,fast_forte,masculine,351.673182,,,,,,
f7_scales_c_fast_forte_o,singing,fast_forte,masculine,351.961679,,,,,,
f7_scales_c_fast_forte_u,singing,fast_forte,masculine,363.934802,,,,,,
f7_scales_f_fast_forte_a,singing,fast_forte,masculine,429.507277,,,,,,
f7_scales_f_fast_forte_e,singing,fast_forte,masculine,449.700221,,,,,,
f7_scales_f_fast_forte_i,singing,fast_forte,masculine,448.281408,,,,,,
f7_scales_f_fast_forte_o,singing,fast_forte,masculine,433.379135,,,,,,
f7_scales_f_fast_forte_u,singing,fast_forte,masculine,452.902927,,,,,,
f8_arpeggios_c_fast_forte_a,singing,fast_forte,masculine,267.413238,,,,,,
f8_arpeggios_c_fast_forte_e,singing,fast_forte,masculine,280.499700,,,,,,
f8_arpeggios_c_fast_forte_i,singing,fast_forte,masculine,274.380499,,,,,,
f8_arpeggios_c_fast_forte_o,singing,fast_forte,masculine,273.055132,,,,,,
f8_arpeggios_f_fast_forte_a,singing,fast_forte,masculine,363.742014,,,,,,
f8_arpeggios_f_fast_forte_i,singing,fast_forte,masculine,362.376645,,,,,,
f8_arpeggios_f_fast_forte_o,singing,fast_forte,masculine,375.103872,,,,,,
f8_arpeggios_f_fast_forte_u,singing,fast_forte,masculine,376.432380,,,,,,
f8_scales_c_fast_forte_a,singing,fast_forte,masculine,310.351914,,,,,,
f8_scales_c_fast_forte_e,singing,fast_forte,masculine,288.900231,,,,,,
f8_scales_c_fast_forte_i,singing,fast_forte,masculine,301.086888,,,,,,
f8_scales_c_fast_forte_o,singing,fast_forte,masculine,322.210037,,,,,,
f8_scales_c_fast_forte_u,singing,fast_forte,masculine,303.130061,,,,,,
f8_scales_f_fast_forte_a,singing,fast_forte,masculine,384.587447,,,,,,
f8_scales_f_fast_forte_e,singing,fast_forte,masculine,394.274828,,,,,,
f8_scales_f_fast_forte_i,singing,fast_forte,masculine,403.119298,,,,,,
f8_scales_f_fast_forte_o,singing,fast_forte,masculine,413.994459,,,,,,
f8_scales_f_fast_forte_u,singing,fast_forte,masculine,394.023781,,,,,,
f9_arpeggios_c_fast_forte_e,singing,fast_forte,masculine,285.882661,,,,,,
f9_arpeggios_c_fast_forte_i,singing,fast_forte,masculine,282.514349,,,,,,
f9_arpeggios_c_fast_forte_o,singing,fast_forte,masculine,288.724190,,,,,,
f9_arpeggios_c_fast_forte_u,singing,fast_forte,masculine,284.044448,,,,,,
f9_arpeggios_f_fast_forte_o,singing,fast_forte,masculine,368.894260,,,,,,
f9_arpeggios_f_fast_forte_u,singing,fast_forte,masculine,370.073638,,,,,,
f9_scales_c_fast_forte_a,singing,fast_forte,masculine,339.157111,,,,,,
f9_scales_c_fast_forte_e,singing,fast_forte,masculine,334.225553,,,,,,
f9_scales_c_fast_forte_i,singing,fast_forte,masculine,332.196816,,,,,,
f9_scales_c_fast_forte_o,singing,fast_forte,masculine,338.393313,,,,,,
f9_scales_c_fast_forte_u,singing,fast_forte,masculine,353.474896,,,,,,
f9_scales_f_fast_forte_a,singing,fast_forte,masculine,469.054840,,,,,,
f9_scales_f_fast_forte_e,singing,fast_forte,masculine,456.369112,,,,,,
f9_scales_f_fast_forte_i,singing,fast_forte,masculine,459.278415,,,,,,
f9_scales_f_fast_forte_o,singing,fast_forte,masculine,461.239360,,,,,,
f9_scales_f_fast_forte_u,singing,fast_forte,masculine,469.062313,,,,,,
f1_arpeggios_c_fast_piano_e,singing,fast_piano,masculine,286.057551,,,,,,
f1_arpeggios_c_fast_piano_o,singing,fast_piano,masculine,283.540626,,,,,,
f1_arpeggios_c_fast_piano_u,singing,fast_piano,masculine,288.075025,,,,,,
f1_arpeggios_f_fast_piano_a,singing,fast_piano,masculine,370.685688,,,,,,
f1_arpeggios_f_fast_piano_e,singing,fast_piano,masculine,366.226993,,,,,,
f1_arpeggios_f_fast_piano_i,singing,fast_piano,masculine,373.033062,,,,,,
f1_arpeggios_f_fast_piano_o,singing,fast_piano,masculine,381.105686,,,,,,
f1_arpeggios_f_fast_piano_u,singing,fast_piano,masculine,387.464864,,,,,,
f1_scales_c_fast_piano_a,singing,fast_piano,masculine,341.578243,,,,,,
f1_scales_c_fast_piano_e,singing,fast_piano,masculine,338.103195,,,,,,
f1_scales_c_fast_piano_i,singing,fast_piano,masculine,337.083451,,,,,,
f1_scales_c_fast_piano_o,singing,fast_piano,masculine,341.708744,,,,,,
f1_scales_c_fast_piano_u,singing,fast_piano,masculine,338.760113,,,,,,
f1_scales_f_fast_piano_a,singing,fast_piano,masculine,442.837678,,,,,,
f1_scales_f_fast_piano_e,singing,fast_piano,masculine,452.816266,,,,,,
f1_scales_f_fast_piano_i,singing,fast_piano,masculine,432.127938,,,,,,
f1_scales_f_fast_piano_o,singing,fast_piano,masculine,448.553497,,,,,,
f1_scales_f_fast_piano_u,singing,fast_piano,masculine,446.530491,,,,,,
f2_arepggios_c_fast_piano_i,singing,fast_piano,masculine,283.836643,,,,,,
f2_arepggios_c_fast_piano_o,singing,fast_piano,masculine,286.009138,,,,,,
f2_arepggios_c_fast_piano_u,singing,fast_piano,masculine,288.462665,,,,,,
f2_arepggios_f_fast_piano_i,singing,fast_piano,masculine,400.414055,,,,,,
f2_scales_c_fast_piano_a,singing,fast_piano,masculine,336.800959,,,,,,
f2_scales_c_fast_piano_e,singing,fast_piano,masculine,319.682734,,,,,,
f2_scales_c_fast_piano_i,singing,fast_piano,masculine,328.026068,,,,,,
f2_scales_c_fast_piano_o,singing,fast_piano,masculine,337.209995,,,,,,
f2_scales_c_fast_piano_u,singing,fast_piano,masculine,347.648443,,,,,,
f2_scales_f_fast_piano_a,singing,fast_piano,masculine,432.121980,,,,,,
f2_scales_f_fast_piano_e,singing,fast_piano,masculine,457.524841,,,,,,
f2_scales_f_fast_piano_i,singing,fast_piano,masculine,443.488097,,,,,,
f2_scales_f_fast_piano_o,singing,fast_piano,masculine,432.605099,,,,,,
f2_scales_f_fast_piano_u,singing,fast_piano,masculine,445.903258,,,,,,
f3_arpeggios_c_fast_piano_a,singing,fast_piano,masculine,293.564000,,,,,,
f3_arpeggios_c_fast_piano_e,singing,fast_piano,masculine,314.590698,,,,,,
f3_arpeggios_c_fast_piano_i,singing,fast_piano,masculine,311.458083,,,,,,
f3_arpeggios_c_fast_piano_o,singing,fast_piano,masculine,285.050101,,,,,,
f3_arpeggios_c_fast_piano_u,singing,fast_piano,masculine,285.489545,,,,,,
f3_arpeggios_f_fast_piano_a,singing,fast_piano,masculine,376.874924,,,,,,
f3_arpeggios_f_fast_piano_e,singing,fast_piano,masculine,367.711662,,,,,,
f3_arpeggios_f_fast_piano_i,singing,fast_piano,masculine,376.574519,,,,,,
f3_arpeggios_f_fast_piano_o,singing,fast_piano,masculine,376.831968,,,,,,
f3_arpeggios_f_fast_piano_u,singing,fast_piano,masculine,376.991473,,,,,,
f3_scales_c_fast_piano_a,singing,fast_piano,masculine,341.349907,,,,,,
f3_scales_c_fast_piano_e,singing,fast_piano,masculine,359.877073,,,,,,
f3_scales_c_fast_piano_i,singing,fast_piano,masculine,351.827205,,,,,,
f3_scales_c_fast_piano_o,singing,fast_piano,masculine,348.619402,,,,,,
f3_scales_c_fast_piano_u,singing,fast_piano,masculine,358.545590,,,,,,
f3_scales_f_fast_piano_a,singing,fast_piano,masculine,453.909845,,,,,,
f3_scales_f_fast_piano_e,singing,fast_piano,masculine,455.353934,,,,,,
f3_scales_f_fast_piano_i,singing,fast_piano,masculine,466.111413,,,,,,
f3_scales_f_fast_piano_o,singing,fast_piano,masculine,467.895429,,,,,,
f3_scales_f_fast_piano_u,singing,fast_piano,masculine,464.029107,,,,,,
f4_arpeggios_c_fast_piano_a,singing,fast_piano,masculine,266.498960,,,,,,
f4_arpeggios_c_fast_piano_e,singing,fast_piano,masculine,267.986545,,,,,,
f4_arpeggios_c_fast_piano_i,singing,fast_piano,masculine,278.369539,,,,,,
f4_arpeggios_c_fast_piano_o,singing,fast_piano,masculine,272.041146,,,,,,
f4_arpeggios_c_fast_piano_u,singing,fast_piano,masculine,283.038530,,,,,,
f4_arpeggios_f_fast_piano_a,singing,fast_piano,masculine,364.576868,,,,,,
f4_arpeggios_f_fast_piano_e,singing,fast_piano,masculine,352.264627,,,,,,
f4_arpeggios_f_fast_piano_i,singing,fast_piano,masculine,353.827725,,,,,,
f4_arpeggios_f_fast_piano_o,singing,fast_piano,masculine,347.437198,,,,,,
f4_arpeggios_f_fast_piano_u,singing,fast_piano,masculine,347.826478,,,,,,
f4_scales_c_fast_piano_a,singing,fast_piano,masculine,326.361501,,,,,,
f4_scales_c_fast_piano_e,singing,fast_piano,masculine,352.839185,,,,,,
f4_scales_c_fast_piano_i,singing,fast_piano,masculine,338.534997,,,,,,
f4_scales_c_fast_piano_o,singing,fast_piano,masculine,341.474815,,,,,,
f4_scales_c_fast_piano_u,singing,fast_piano,masculine,329.784384,,,,,,
f5_arpeggios_c_fast_piano_a,singing,fast_piano,masculine,270.308182,,,,,,
f5_arpeggios_c_fast_piano_e,singing,fast_piano,masculine,277.403875,,,,,,
f5_arpeggios_c_fast_piano_i,singing,fast_piano,masculine,282.828896,,,,,,
f5_arpeggios_c_fast_piano_o,singing,fast_piano,masculine,293.425517,,,,,,
f5_arpeggios_c_fast_piano_u,singing,fast_piano,masculine,319.797593,,,,,,
f5_arpeggios_f_fast_piano_a,singing,fast_piano,masculine,412.311335,,,,,,
f5_arpeggios_f_fast_piano_e,singing,fast_piano,masculine,413.738531,,,,,,
f5_arpeggios_f_fast_piano_i,singing,fast_piano,masculine,418.705018,,,,,,
f5_arpeggios_f_fast_piano_o,singing,fast_piano,masculine,383.385554,,,,,,
f5_arpeggios_f_fast_piano_u,singing,fast_piano,masculine,425.170895,,,,,,
f5_scales_c_fast_piano_a,singing,fast_piano,masculine,348.142234,,,,,,
f5_scales_c_fast_piano_e,singing,fast_piano,masculine,360.030338,,,,,,
f5_scales_c_fast_piano_i,singing,fast_piano,masculine,350.341994,,,,,,
f5_scales_c_fast_piano_o,singing,fast_piano,masculine,349.210506,,,,,,
f5_scales_c_fast_piano_u,singing,fast_piano,masculine,348.015054,,,,,,
f5_scales_f_fast_piano_a,singing,fast_piano,masculine,447.224655,,,,,,
f5_scales_f_fast_piano_e,singing,fast_piano,masculine,476.000720,,,,,,
f5_scales_f_fast_piano_i,singing,fast_piano,masculine,476.234490,,,,,,
f5_scales_f_fast_piano_o,singing,fast_piano,masculine,452.023090,,,,,,
f5_scales_f_fast_piano_u,singing,fast_piano,masculine,459.176420,,,,,,
f6_arpeggios_c_fast_piano_a,singing,fast_piano,masculine,327.849778,,,,,,
f6_arpeggios_c_fast_piano_e,singing,fast_piano,masculine,314.760763,,,,,,
f6_arpeggios_c_fast_piano_i,singing,fast_piano,masculine,326.638483,,,,,,
f6_arpeggios_c_fast_piano_o,singing,fast_piano,masculine,323.594100,,,,,,
f6_arpeggios_c_fast_piano_u,singing,fast_piano,masculine,329.737789,,,,,,
f6_arpeggios_f_fast_piano_a,singing,fast_piano,masculine,440.368910,,,,,,
f6_arpeggios_f_fast_piano_e,singing,fast_piano,masculine,429.092258,,,,,,
f6_arpeggios_f_fast_piano_i,singing,fast_piano,masculine,436.146901,,,,,,
f6_arpeggios_f_fast_piano_o,singing,fast_piano,masculine,436.918242,,,,,,
f6_arpeggios_f_fast_piano_u,singing,fast_piano,masculine,440.540231,,,,,,
f6_scales_c_fast_piano_a,singing,fast_piano,masculine,342.245162,,,,,,
f6_scales_c_fast_piano_e,singing,fast_piano,masculine,326.139934,,,,,,
f6_scales_c_fast_piano_i,singing,fast_piano,masculine,337.281074,,,,,,
f6_scales_c_fast_piano_o,singing,fast_piano,masculine,338.077089,,,,,,
f6_scales_c_fast_piano_u,singing,fast_piano,masculine,346.666261,,,,,,
f6_scales_f_fast_piano_a,singing,fast_piano,masculine,437.359463,,,,,,
f6_scales_f_fast_piano_e,singing,fast_piano,masculine,434.699632,,,,,,
f6_scales_f_fast_piano_i,singing,fast_piano,masculine,453.113327,,,,,,
f6_scales_f_fast_piano_o,singing,fast_piano,masculine,439.680202,,,,,,
f6_scales_f_fast_piano_u,singing,fast_piano,masculine,440.974962,,,,,,
f7_arpeggios_c_fast_piano_a,singing,fast_piano,masculine,326.712700,,,,,,
f7_arpeggios_c_fast_piano_e,singing,fast_piano,masculine,325.417078,,,,,,
f7_arpeggios_c_fast_piano_i,singing,fast_piano,masculine,338.928227,,,,,,
f7_arpeggios_c_fast_piano_o,singing,fast_piano,masculine,341.088078,,,,,,
f7_arpeggios_c_fast_piano_u,singing,fast_piano,masculine,331.195720,,,,,,
f7_arpeggios_f_fast_piano_a,singing,fast_piano,masculine,438.207078,,,,,,
f7_arpeggios_f_fast_piano_e,singing,fast_piano,masculine,450.886075,,,,,,
f7_arpeggios_f_fast_piano_i,singing,fast_piano,masculine,448.282727,,,,,,
f7_arpeggios_f_fast_piano_o,singing,fast_piano,masculine,429.418252,,,,,,
f7_arpeggios_f_fast_piano_u,singing,fast_piano,masculine,448.685047,,,,,,
f7_scales_c_fast_piano_a,singing,fast_piano,masculine,349.036560,,,,,,
f7_scales_c_fast_piano_e,singing,fast_piano,masculine,359.803208,,,,,,
f7_scales_c_fast_piano_i,singing,fast_piano,masculine,352.060191,,,,,,
f7_scales_c_fast_piano_o,singing,fast_piano,masculine,350.388055,,,,,,
f7_scales_c_fast_piano_u,singing,fast_piano,masculine,365.787578,,,,,,
f7_scales_f_fast_piano_a,singing,fast_piano,masculine,474.890331,,,,,,
f7_scales_f_fast_piano_e,singing,fast_piano,masculine,473.742890,,,,,,
f7_scales_f_fast_piano_i,singing,fast_piano,masculine,469.337933,,,,,,
f7_scales_f_fast_piano_o,singing,fast_piano,masculine,458.575620,,,,,,
f7_scales_f_fast_piano_u,singing,fast_piano,masculine,465.674617,,,,,,
f8_arpeggios_c_fast_piano_a,singing,fast_piano,masculine,296.367528,,,,,,
f8_arpeggios_c_fast_piano_e,singing,fast_piano,masculine,280.843162,,,,,,
f8_arpeggios_c_fast_piano_i,singing,fast_piano,masculine,270.345358,,,,,,
f8_arpeggios_c_fast_piano_o,singing,fast_piano,masculine,313.978527,,,,,,
f8_arpeggios_c_fast_piano_u,singing,fast_piano,masculine,313.816010,,,,,,
f8_arpeggios_f_fast_piano_a,singing,fast_piano,masculine,365.803073,,,,,,
f8_arpeggios_f_fast_piano_e,singing,fast_piano,masculine,393.016748,,,,,,
f8_arpeggios_f_fast_piano_i,singing,fast_piano,masculine,411.250227,,,,,,
f8_arpeggios_f_fast_piano_o,singing,fast_piano,masculine,379.373976,,,,,,
f8_arpeggios_f_fast_piano_u,singing,fast_piano,masculine,418.955945,,,,,,
f8_scales_c_fast_piano_a,singing,fast_piano,masculine,290.003413,,,,,,
f8_scales_c_fast_piano_e,singing,fast_piano,masculine,319.460530,,,,,,
f8_scales_c_fast_piano_i,singing,fast_piano,masculine,326.886715,,,,,,
f8_scales_c_fast_piano_o,singing,fast_piano,masculine,329.607934,,,,,,
f8_scales_c_fast_piano_u,singing,fast_piano,masculine,323.642689,,,,,,
f8_scales_f_fast_piano_a,singing,fast_piano,masculine,383.721047,,,,,,
f8_scales_f_fast_piano_e,singing,fast_piano,masculine,401.557097,,,,,,
f8_scales_f_fast_piano_i,singing,fast_piano,masculine,442.781001,,,,,,
f8_scales_f_fast_piano_o,singing,fast_piano,masculine,436.268786,,,,,,
f8_scales_f_fast_piano_u,singing,fast_piano,masculine,412.386675,,,,,,
f9_arpeggios_f_fast_piano_e,singing,fast_piano,masculine,403.446130,,,,,,
f9_arpeggios_f_fast_piano_i,singing,fast_piano,masculine,419.658216,,,,,,
f9_arpeggios_f_fast_piano_u,singing,fast_piano,masculine,376.403484,,,,,,
f9_scales_c_fast_piano_a,singing,fast_piano,masculine,344.895904,,,,,,
f9_scales_c_fast_piano_e,singing,fast_piano,masculine,339.755336,,,,,,
f9_scales_c_fast_piano_i,singing,fast_piano,masculine,341.393972,,,,,,
f9_scales_c_fast_piano_o,singing,fast_piano,masculine,345.742712,,,,,,
f9_scales_c_fast_piano_u,singing,fast_piano,masculine,351.571408,,,,,,
f9_scales_f_fast_piano_a,singing,fast_piano,masculine,452.938174,,,,,,
f9_scales_f_fast_piano_e,singing,fast_piano,masculine,456.967084,,,,,,
f9_scales_f_fast_piano_i,singing,fast_piano,masculine,462.307571,,,,,,
f9_scales_f_fast_piano_o,singing,fast_piano,masculine,472.694520,,,,,,
f9_scales_f_fast_piano_u,singing,fast_piano,masculine,463.197840,,,,,,
f1_long_forte_a,singing,forte,masculine,496.901187,,,,,,
f1_long_forte_e,singing,forte,masculine,501.995270,,,,,,
f1_long_forte_i,singing,forte,masculine,510.621522,,,,,,
f1_long_forte_o,singing,forte,masculine,507.952288,,,,,,
f1_long_forte_u,singing,forte,masculine,530.895344,,,,,,
f2_long_forte_a,singing,forte,masculine,517.436438,,,,,,
f2_long_forte_e,singing,forte,masculine,519.640096,,,,,,
f2_long_forte_i,singing,forte,masculine,518.120531,,,,,,
f2_long_forte_o,singing,forte,masculine,523.012530,,,,,,
f2_long_forte_u,singing,forte,masculine,518.763147,,,,,,
f3_long_forte_a,singing,forte,masculine,534.336103,,,,,,
f3_long_forte_e,singing,forte,masculine,527.661143,,,,,,
