utt_id,domain,group_value,target_direction,f0_median_hz,matched_rule_id,action_family,strength_label,alpha_default,alpha_max,confidence
f4_arpeggios_f_fast_forte_e,singing,fast_forte,feminine,349.690392,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f4_arpeggios_f_fast_forte_i,singing,fast_forte,feminine,350.777841,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f4_arpeggios_f_fast_forte_o,singing,fast_forte,feminine,336.368204,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f4_arpeggios_f_fast_forte_u,singing,fast_forte,feminine,349.981399,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f4_scales_c_fast_forte_a,singing,fast_forte,feminine,331.622189,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f4_scales_c_fast_forte_e,singing,fast_forte,feminine,321.776327,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f4_scales_c_fast_forte_i,singing,fast_forte,feminine,343.450427,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f4_scales_c_fast_forte_o,singing,fast_forte,feminine,342.615692,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f4_scales_c_fast_forte_u,singing,fast_forte,feminine,336.435399,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_arpeggios_c_fast_forte_a,singing,fast_forte,feminine,289.441086,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_arpeggios_c_fast_forte_e,singing,fast_forte,feminine,274.070014,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_arpeggios_c_fast_forte_i,singing,fast_forte,feminine,326.394246,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_arpeggios_c_fast_forte_o,singing,fast_forte,feminine,273.302077,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_arpeggios_c_fast_forte_u,singing,fast_forte,feminine,308.613672,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_arpeggios_f_fast_forte_a,singing,fast_forte,feminine,360.563697,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_arpeggios_f_fast_forte_e,singing,fast_forte,feminine,368.993929,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_arpeggios_f_fast_forte_i,singing,fast_forte,feminine,421.458977,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_arpeggios_f_fast_forte_o,singing,fast_forte,feminine,382.226950,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_arpeggios_f_fast_forte_u,singing,fast_forte,feminine,421.771648,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_scales_c_fast_forte_a,singing,fast_forte,feminine,342.549412,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_scales_c_fast_forte_e,singing,fast_forte,feminine,352.563193,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_scales_c_fast_forte_i,singing,fast_forte,feminine,351.491862,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_scales_c_fast_forte_o,singing,fast_forte,feminine,345.763022,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_scales_c_fast_forte_u,singing,fast_forte,feminine,328.853877,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_scales_f_fast_forte_a,singing,fast_forte,feminine,473.206319,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_scales_f_fast_forte_e,singing,fast_forte,feminine,477.156073,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_scales_f_fast_forte_i,singing,fast_forte,feminine,467.029073,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_scales_f_fast_forte_o,singing,fast_forte,feminine,453.683750,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f5_scales_f_fast_forte_u,singing,fast_forte,feminine,506.833646,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_arpeggios_c_fast_forte_a,singing,fast_forte,feminine,320.286735,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_arpeggios_c_fast_forte_e,singing,fast_forte,feminine,319.219119,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_arpeggios_c_fast_forte_i,singing,fast_forte,feminine,332.977363,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_arpeggios_c_fast_forte_o,singing,fast_forte,feminine,324.127543,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_arpeggios_c_fast_forte_u,singing,fast_forte,feminine,280.554338,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_arpeggios_f_fast_forte_a,singing,fast_forte,feminine,431.977520,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_arpeggios_f_fast_forte_e,singing,fast_forte,feminine,433.641509,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_arpeggios_f_fast_forte_i,singing,fast_forte,feminine,430.904663,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_arpeggios_f_fast_forte_o,singing,fast_forte,feminine,428.835339,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_arpeggios_f_fast_forte_u,singing,fast_forte,feminine,437.507155,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_scales_c_fast_forte_a,singing,fast_forte,feminine,348.154317,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_scales_c_fast_forte_e,singing,fast_forte,feminine,344.060634,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_scales_c_fast_forte_i,singing,fast_forte,feminine,335.307789,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_scales_c_fast_forte_o,singing,fast_forte,feminine,334.486114,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_scales_c_fast_forte_u,singing,fast_forte,feminine,347.909106,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_scales_f_fast_forte_a,singing,fast_forte,feminine,436.145967,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_scales_f_fast_forte_e,singing,fast_forte,feminine,451.440716,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_scales_f_fast_forte_i,singing,fast_forte,feminine,449.072720,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_scales_f_fast_forte_o,singing,fast_forte,feminine,447.319720,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f6_scales_f_fast_forte_u,singing,fast_forte,feminine,455.581968,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_arpeggios_c_fast_forte_a,singing,fast_forte,feminine,327.274865,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_arpeggios_c_fast_forte_e,singing,fast_forte,feminine,300.163358,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_arpeggios_c_fast_forte_i,singing,fast_forte,feminine,333.100512,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_arpeggios_c_fast_forte_o,singing,fast_forte,feminine,340.809065,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_arpeggios_c_fast_forte_u,singing,fast_forte,feminine,332.371293,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_arpeggios_f_fast_forte_a,singing,fast_forte,feminine,433.078392,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_arpeggios_f_fast_forte_e,singing,fast_forte,feminine,426.832102,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_arpeggios_f_fast_forte_i,singing,fast_forte,feminine,435.591059,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_arpeggios_f_fast_forte_o,singing,fast_forte,feminine,449.993561,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_arpeggios_f_fast_forte_u,singing,fast_forte,feminine,442.490847,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_scales_c_fast_forte_a,singing,fast_forte,feminine,358.419883,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_scales_c_fast_forte_e,singing,fast_forte,feminine,336.996829,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_scales_c_fast_forte_i,singing,fast_forte,feminine,351.673182,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_scales_c_fast_forte_o,singing,fast_forte,feminine,351.961679,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_scales_c_fast_forte_u,singing,fast_forte,feminine,363.934802,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_scales_f_fast_forte_a,singing,fast_forte,feminine,429.507277,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_scales_f_fast_forte_e,singing,fast_forte,feminine,449.700221,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_scales_f_fast_forte_i,singing,fast_forte,feminine,448.281408,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_scales_f_fast_forte_o,singing,fast_forte,feminine,433.379135,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f7_scales_f_fast_forte_u,singing,fast_forte,feminine,452.902927,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_arpeggios_c_fast_forte_a,singing,fast_forte,feminine,267.413238,,,,,,
f8_arpeggios_c_fast_forte_e,singing,fast_forte,feminine,280.499700,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_arpeggios_c_fast_forte_i,singing,fast_forte,feminine,274.380499,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_arpeggios_c_fast_forte_o,singing,fast_forte,feminine,273.055132,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_arpeggios_f_fast_forte_a,singing,fast_forte,feminine,363.742014,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_arpeggios_f_fast_forte_i,singing,fast_forte,feminine,362.376645,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_arpeggios_f_fast_forte_o,singing,fast_forte,feminine,375.103872,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_arpeggios_f_fast_forte_u,singing,fast_forte,feminine,376.432380,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_scales_c_fast_forte_a,singing,fast_forte,feminine,310.351914,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_scales_c_fast_forte_e,singing,fast_forte,feminine,288.900231,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_scales_c_fast_forte_i,singing,fast_forte,feminine,301.086888,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_scales_c_fast_forte_o,singing,fast_forte,feminine,322.210037,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_scales_c_fast_forte_u,singing,fast_forte,feminine,303.130061,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_scales_f_fast_forte_a,singing,fast_forte,feminine,384.587447,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_scales_f_fast_forte_e,singing,fast_forte,feminine,394.274828,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_scales_f_fast_forte_i,singing,fast_forte,feminine,403.119298,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_scales_f_fast_forte_o,singing,fast_forte,feminine,413.994459,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f8_scales_f_fast_forte_u,singing,fast_forte,feminine,394.023781,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_arpeggios_c_fast_forte_e,singing,fast_forte,feminine,285.882661,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_arpeggios_c_fast_forte_i,singing,fast_forte,feminine,282.514349,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_arpeggios_c_fast_forte_o,singing,fast_forte,feminine,288.724190,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_arpeggios_c_fast_forte_u,singing,fast_forte,feminine,284.044448,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_arpeggios_f_fast_forte_o,singing,fast_forte,feminine,368.894260,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_arpeggios_f_fast_forte_u,singing,fast_forte,feminine,370.073638,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_scales_c_fast_forte_a,singing,fast_forte,feminine,339.157111,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_scales_c_fast_forte_e,singing,fast_forte,feminine,334.225553,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_scales_c_fast_forte_i,singing,fast_forte,feminine,332.196816,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_scales_c_fast_forte_o,singing,fast_forte,feminine,338.393313,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_scales_c_fast_forte_u,singing,fast_forte,feminine,353.474896,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_scales_f_fast_forte_a,singing,fast_forte,feminine,469.054840,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_scales_f_fast_forte_e,singing,fast_forte,feminine,456.369112,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_scales_f_fast_forte_i,singing,fast_forte,feminine,459.278415,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
f9_scales_f_fast_forte_o,singing,fast_forte,feminine,461.239360,stage0_singing_fast_forte_high_band_feminine_brightness_up_v1,brightness_up,medium_high,0.240,0.340,high
