utt_id,dataset_name,split_name,speaker_id,gender,domain,language,path_raw,path_proc,duration_sec,sample_rate,quality_flag,notes,coarse_style,clean_subset_name,clean_rule_version,selection_cell,selection_note
f3_long_forte_o,VocalSet 1.2,full local extraction,female3,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female3/long_tones/forte/f3_long_forte_o.wav,,9.207619,44100,ok,canonical tree data_by_singer,forte,clean_singing_v1,v1,female|forte,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f3_long_forte_u,VocalSet 1.2,full local extraction,female3,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female3/long_tones/forte/f3_long_forte_u.wav,,8.681451,44100,ok,canonical tree data_by_singer,forte,clean_singing_v1,v1,female|forte,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f4_long_forte_a,VocalSet 1.2,full local extraction,female4,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female4/long_tones/forte/f4_long_forte_a.wav,,11.137324,44100,ok,canonical tree data_by_singer,forte,clean_singing_v1,v1,female|forte,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f1_long_pp_a,VocalSet 1.2,full local extraction,female1,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female1/long_tones/pp/f1_long_pp_a.wav,,10.658435,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f1_long_pp_e,VocalSet 1.2,full local extraction,female1,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female1/long_tones/pp/f1_long_pp_e.wav,,11.257211,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f1_long_pp_i,VocalSet 1.2,full local extraction,female1,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female1/long_tones/pp/f1_long_pp_i.wav,,10.658413,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f1_long_pp_o,VocalSet 1.2,full local extraction,female1,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female1/long_tones/pp/f1_long_pp_o.wav,,10.179388,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f1_long_pp_u,VocalSet 1.2,full local extraction,female1,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female1/long_tones/pp/f1_long_pp_u.wav,,11.137438,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f2_long_pp_a,VocalSet 1.2,full local extraction,female2,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female2/long_tones/pp/f2_long_pp_a.wav,,11.096508,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f2_long_pp_e,VocalSet 1.2,full local extraction,female2,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female2/long_tones/pp/f2_long_pp_e.wav,,10.767732,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f2_long_pp_i,VocalSet 1.2,full local extraction,female2,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female2/long_tones/pp/f2_long_pp_i.wav,,10.932132,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f2_long_pp_o,VocalSet 1.2,full local extraction,female2,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female2/long_tones/pp/f2_long_pp_o.wav,,10.603333,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f2_long_pp_u,VocalSet 1.2,full local extraction,female2,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female2/long_tones/pp/f2_long_pp_u.wav,,10.521134,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f3_long_pp_a,VocalSet 1.2,full local extraction,female3,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female3/long_tones/pp/f3_long_pp_a.wav,,9.000068,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f3_long_pp_e,VocalSet 1.2,full local extraction,female3,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female3/long_tones/pp/f3_long_pp_e.wav,,9.519274,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f3_long_pp_i,VocalSet 1.2,full local extraction,female3,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female3/long_tones/pp/f3_long_pp_i.wav,,10.673129,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
f3_long_pp_o,VocalSet 1.2,full local extraction,female3,female,singing,mixed / vocalise + excerpt,data/datasets/singing/vocalset/raw/VocalSet1-2/data_by_singer/female3/long_tones/pp/f3_long_pp_o.wav,,10.846213,44100,ok,canonical tree data_by_singer,pp,clean_singing_v1,v1,female|pp,quality_ok;duration_2_20;VocalSet_canonical;neutral_technique_allowlist;balanced_by_gender_within_technique;round_robin_by_speaker
